05/06/25 11:44:50.015 AM [108364|69208] [info] Datadog CLR Profiler 3.16.0 on Windows (amd64)
05/06/25 11:44:50.637 AM [108364|69208] [info] Successfully added method DistributedTracer.__GetInstanceForProfiler__ for ModuleID=140714915505224
05/06/25 11:44:50.637 AM [108364|69208] [info] Rewriting Instrumentation.GetNativeTracerVersion() => PROFILER_VERSION
05/06/25 11:44:50.637 AM [108364|69208] [info] AssemblyLoadFinished: Datadog.Trace.dll v3.16.0.0 matched profiler version v3.16.0.0
05/06/25 11:44:50.637 AM [108364|69208] [info] ByRef Instrumentation enabled.
05/06/25 11:44:50.637 AM [108364|69208] [info] CallTargetState ByRef enabled.
05/06/25 11:44:50.637 AM [108364|69208] [info] AddTraceAttributeInstrumentation: Initialized assembly=Datadog.Trace, Version=3.16.0.0, Culture=neutral, PublicKeyToken=def86d061d0d2eeb, type=Datadog.Trace.ClrProfiler.AutoInstrumentation.TraceAnnotations.TraceAnnotationsIntegration
05/06/25 11:44:50.637 AM [108364|69208] [info] AssemblyLoadFinished: Datadog.Trace.dll was not loaded domain-neutral
05/06/25 11:44:51.384 AM [108364|69208] [info] Total number of modules to analyze: 6
05/06/25 11:44:51.663 AM [108364|108100] [info] Request ReJIT done for 12 methods
05/06/25 11:44:51.663 AM [108364|69208] [info] RegisterCallTargetDefinitions: Added 718 call targets (enabled: 581, enabled categories: 1) 
05/06/25 11:44:51.685 AM [108364|78936] [info] [ResolveType] GetTypeRefProps [1] has failed. typeRefToken: 16777813
05/06/25 11:44:51.686 AM [108364|78936] [info] *** CallTarget_RewriterCallback() Finished: System.Net.HttpWebRequest.BeginGetRequestStream() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Http.WebRequest.HttpWebRequest_BeginGetRequestStream_Integration, Arguments=2]
05/06/25 11:44:51.776 AM [108364|78936] [info] *** CallTarget_RewriterCallback() Finished: System.Net.WebRequest.GetResponseAsync() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Http.WebRequest.WebRequest_GetResponseAsync_Integration, Arguments=0]
05/06/25 11:44:51.787 AM [108364|92320] [info] *** CallTarget_RewriterCallback() Finished: System.Net.HttpWebRequest.BeginGetResponse() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Http.WebRequest.HttpWebRequest_BeginGetResponse_Integration, Arguments=2]
05/06/25 11:44:51.794 AM [108364|29468] [info] *** CallTarget_RewriterCallback() Finished: System.Net.HttpWebRequest.EndGetResponse() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Http.WebRequest.HttpWebRequest_EndGetResponse_Integration, Arguments=1]
05/06/25 11:44:52.877 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:44:54.094 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:44:55.249 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:44:56.329 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:44:59.768 AM [108364|108100] [info] Request ReJIT done for 36 methods
05/06/25 11:45:09.775 AM [108364|69208] [info] *** CallTarget_RewriterCallback() Finished: System.Data.SqlClient.SqlCommand.ExecuteScalar() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.AdoNet.CommandExecuteScalarIntegration, Arguments=0]
05/06/25 11:45:10.034 AM [108364|69208] [info] *** CallTarget_RewriterCallback() Finished: System.Data.SqlClient.SqlCommand.ExecuteNonQuery() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.AdoNet.CommandExecuteNonQueryIntegration, Arguments=0]
05/06/25 11:45:10.077 AM [108364|69208] [info] *** CallTarget_RewriterCallback() Finished: System.Data.SqlClient.SqlCommand.ExecuteDbDataReader() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.AdoNet.CommandExecuteReaderWithBehaviorIntegration, Arguments=1]
05/06/25 11:45:10.913 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:14.155 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:14.596 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:15.699 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:17.364 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:18.145 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:19.166 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:21.316 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:22.377 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:24.432 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:26.952 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:27.400 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:27.931 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:29.350 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:30.363 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:31.379 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:32.094 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:33.159 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:36.800 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:37.194 AM [108364|108100] [info] Request ReJIT done for 3 methods
05/06/25 11:45:37.549 AM [108364|108100] [info] Request ReJIT done for 7 methods
05/06/25 11:45:38.313 AM [108364|69208] [info] NGEN:: Processed with 1 inliners [ModuleId=140715745218560,MethodDef=100676835]
05/06/25 11:45:38.313 AM [108364|69208] [info] NGEN:: Processed with 1 inliners [ModuleId=140715745218560,MethodDef=100676833]
05/06/25 11:45:38.313 AM [108364|108100] [info] Request ReJIT done for 1 methods
05/06/25 11:45:38.314 AM [108364|108100] [info] Request ReJIT done for 1 methods
05/06/25 11:45:38.884 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:45:39.176 AM [108364|108100] [info] Request ReJIT done for 1 methods
05/06/25 11:45:43.027 AM [108364|108100] [info] Request ReJIT done for 12 methods
05/06/25 11:52:00.907 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:52:03.474 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:52:04.772 AM [108364|69208] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/06/25 11:54:25.881 AM [108364|108100] [info] Exiting ReJIT request thread.
05/06/25 11:54:25.882 AM [108364|88316] [info] Exiting...
05/06/25 11:54:25.882 AM [108364|88316] [info] Stats: Total time: 575862ms | Total time in Callbacks: 22155ms [Initialize=1ms, ModuleLoadFinished=5587ms/119, CallTargetRequestRejit=15035ms/104, CallTargetRewriter=10ms/7, AssemblyLoadFinished=1ms/118, ModuleUnloadStarted=0ms/0, JitCompilationStarted=1403ms/35906, JitInlining=89ms/179172, JitCacheFunctionSearchStarted=26ms/3244, InitializeProfiler=0ms/0]
