05/13/25 10:50:35.795 AM [15336|3080] [info] Datadog CLR Profiler 3.16.0 on Windows (amd64)
05/13/25 10:50:35.971 AM [15336|3080] [info] Rewriting PInvokes to native for Datadog.Trace.NativeLoader+NativeMethods: C:\Program Files\Datadog\.NET Tracer\win-x64\Datadog.Trace.ClrProfiler.Native.dll
05/13/25 10:50:35.973 AM [15336|3080] [info] Successfully added method DistributedTracer.__GetInstanceForProfiler__ for ModuleID=140703861089352
05/13/25 10:50:35.973 AM [15336|3080] [info] Rewriting Instrumentation.GetNativeTracerVersion() => PROFILER_VERSION
05/13/25 10:50:35.973 AM [15336|3080] [info] AssemblyLoadFinished: Datadog.Trace.dll v3.16.0.0 matched profiler version v3.16.0.0
05/13/25 10:50:35.973 AM [15336|3080] [info] ByRef Instrumentation enabled.
05/13/25 10:50:35.973 AM [15336|3080] [info] CallTargetState ByRef enabled.
05/13/25 10:50:35.973 AM [15336|3080] [info] AddTraceAttributeInstrumentation: Initialized assembly=Datadog.Trace, Version=3.16.0.0, Culture=neutral, PublicKeyToken=def86d061d0d2eeb, type=Datadog.Trace.ClrProfiler.AutoInstrumentation.TraceAnnotations.TraceAnnotationsIntegration
05/13/25 10:50:35.973 AM [15336|3080] [info] AssemblyLoadFinished: Datadog.Trace.dll was not loaded domain-neutral
05/13/25 10:50:36.515 AM [15336|3080] [info] Total number of modules to analyze: 6
05/13/25 10:50:36.561 AM [15336|23332] [info] Request ReJIT done for 12 methods
05/13/25 10:50:36.562 AM [15336|3080] [info] RegisterCallTargetDefinitions: Added 718 call targets (enabled: 581, enabled categories: 1) 
05/13/25 10:50:36.569 AM [15336|27468] [info] [ResolveType] GetTypeRefProps [1] has failed. typeRefToken: 16777813
05/13/25 10:50:36.569 AM [15336|27468] [info] *** CallTarget_RewriterCallback() Finished: System.Net.HttpWebRequest.BeginGetRequestStream() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Http.WebRequest.HttpWebRequest_BeginGetRequestStream_Integration, Arguments=2]
05/13/25 10:50:36.618 AM [15336|27468] [info] *** CallTarget_RewriterCallback() Finished: System.Net.WebRequest.GetResponseAsync() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Http.WebRequest.WebRequest_GetResponseAsync_Integration, Arguments=0]
05/13/25 10:50:36.624 AM [15336|15440] [info] *** CallTarget_RewriterCallback() Finished: System.Net.HttpWebRequest.BeginGetResponse() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Http.WebRequest.HttpWebRequest_BeginGetResponse_Integration, Arguments=2]
05/13/25 10:50:36.631 AM [15336|2236] [info] *** CallTarget_RewriterCallback() Finished: System.Net.HttpWebRequest.EndGetResponse() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Http.WebRequest.HttpWebRequest_EndGetResponse_Integration, Arguments=1]
05/13/25 10:50:41.072 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:50:44.308 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:50:46.117 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:50:46.490 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:50:48.314 AM [15336|23332] [info] Request ReJIT done for 36 methods
05/13/25 10:50:51.464 AM [15336|3080] [info] *** CallTarget_RewriterCallback() Finished: System.Data.SqlClient.SqlCommand.ExecuteScalar() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.AdoNet.CommandExecuteScalarIntegration, Arguments=0]
05/13/25 10:50:51.568 AM [15336|3080] [info] *** CallTarget_RewriterCallback() Finished: System.Data.SqlClient.SqlCommand.ExecuteNonQuery() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.AdoNet.CommandExecuteNonQueryIntegration, Arguments=0]
05/13/25 10:50:51.601 AM [15336|3080] [info] *** CallTarget_RewriterCallback() Finished: System.Data.SqlClient.SqlCommand.ExecuteDbDataReader() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.AdoNet.CommandExecuteReaderWithBehaviorIntegration, Arguments=1]
05/13/25 10:50:54.340 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:50:56.728 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:50:57.868 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:51:00.618 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:51:02.145 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:51:04.978 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:51:08.192 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:51:09.343 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:51:10.559 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:51:16.266 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:51:17.402 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:51:19.166 AM [15336|23332] [info] Request ReJIT done for 3 methods
05/13/25 10:51:19.474 AM [15336|23332] [info] Request ReJIT done for 7 methods
05/13/25 10:51:19.852 AM [15336|3080] [info] NGEN:: Processed with 1 inliners [ModuleId=140704583127040,MethodDef=100676835]
05/13/25 10:51:19.852 AM [15336|3080] [info] NGEN:: Processed with 1 inliners [ModuleId=140704583127040,MethodDef=100676833]
05/13/25 10:51:19.852 AM [15336|23332] [info] Request ReJIT done for 1 methods
05/13/25 10:51:19.853 AM [15336|23332] [info] Request ReJIT done for 1 methods
05/13/25 10:51:20.774 AM [15336|23332] [info] Request ReJIT done for 1 methods
05/13/25 10:51:22.382 AM [15336|23332] [info] Request ReJIT done for 12 methods
05/13/25 10:52:41.375 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:41.376 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:41.376 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:41.376 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:41.376 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:41.376 AM [15336|3080] [info] *** CallTarget_RewriterCallback() Finished: System.Runtime.Remoting.Channels.BinaryClientFormatterSink.SyncProcessMessage() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Remoting.Client.SyncProcessMessageIntegration, Arguments=1]
05/13/25 10:52:41.378 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:41.378 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:41.378 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:41.378 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:41.378 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:41.378 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:41.378 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:41.378 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:41.379 AM [15336|3080] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:41.379 AM [15336|3080] [info] *** CallTarget_RewriterCallback() Finished: System.Runtime.Remoting.Channels.Tcp.TcpClientTransportSink.ProcessMessage() [IsVoid=1, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Remoting.Client.IpcTcpProcessMessageIntegration, Arguments=5]
05/13/25 10:52:43.432 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerChannelSinkStack
05/13/25 10:52:43.432 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.432 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.433 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.433 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.433 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.433 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.433 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerChannelSinkStack
05/13/25 10:52:43.433 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.433 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.433 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.433 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.433 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerChannelSinkStack
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerChannelSinkStack
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerChannelSinkStack
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.434 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.435 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.435 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.435 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.435 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.435 AM [15336|10560] [info] *** CallTarget_RewriterCallback() Finished: System.Runtime.Remoting.Channels.BinaryServerFormatterSink.ProcessMessage() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Remoting.Server.ProcessMessageIntegration, Arguments=7]
05/13/25 10:52:43.440 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerChannelSinkStack
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerChannelSinkStack
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerChannelSinkStack
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.441 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerChannelSinkStack
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerChannelSinkStack
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.442 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.442 AM [15336|10560] [info] *** CallTarget_RewriterCallback() Finished: System.Runtime.Remoting.Channels.SoapServerFormatterSink.ProcessMessage() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Remoting.Server.ProcessMessageIntegration, Arguments=7]
05/13/25 10:52:43.461 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerResponseChannelSinkStack
05/13/25 10:52:43.461 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.461 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.461 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.461 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerResponseChannelSinkStack
05/13/25 10:52:43.461 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.461 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.461 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.461 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerResponseChannelSinkStack
05/13/25 10:52:43.461 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
